;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
169;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.4;563683;Cause;System does not move according to control parameters, does not follow the planned movement path due to external factors;4.12.1.3.4.7;563018;Measure;Reference - Weight restriction mounting external components;<XREF>563734</XREF>
168;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.4;563683;Cause;System does not move according to control parameters, does not follow the planned movement path due to external factors;4.12.1.3.4.6;563689;Measure;Cable deflectors and wheel protection;The wheels shall be equipped with cable deflectors and cover at the upper side to prevent entanglement of external objects in the wheels and prevent external mechanical influence (cables, other disturbing parts which could get caught in the wheels).   
167;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.4;563683;Cause;System does not move according to control parameters, does not follow the planned movement path due to external factors;4.12.1.3.4.5;563688;Measure;Reference - Continuous activation of movements with redundant paths;<XREF>562377</XREF>
166;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.4;563683;Cause;System does not move according to control parameters, does not follow the planned movement path due to external factors;4.12.1.3.4.4;563687;Measure;Reference - System speed limits;<XREF>563486</XREF>
165;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.4;563683;Cause;System does not move according to control parameters, does not follow the planned movement path due to external factors;4.12.1.3.4.3;564164;Measure;Reference - Maximum overtravel values;<XREF>562465</XREF>
182;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.6;563698;Cause;System does not move according to control parameters, does not follow the planned movement path due blocking of one drive;4.12.1.3.6.2;599810;Measure;Reference - Positioning accuracy;<XREF>564155</XREF>
238;4.12;563438;Chapter;Move main unit;4.12.2;564220;Function;Perform movements via wireless hand control;4.12.2.3;564226;Hazard;Short-term delay of the clinical procedure (HS_092);4.12.2.3.2;564230;Cause;Wireless remote control is not functional: Liquid intrudes into the electronics;4.12.2.3.2.2;568818;Measure;Caution - Correct change of batteries wireless remote control;CAUTIONCause: Incorrect exchange of batteries of the wireless remote control.   Possible consequences: Wireless remote control not functional.   Remedy: Correct exchange of batteries with dry hands and dry control.    Do not let the battery compartment open, close it as soon as you are finished, e.g. also for storing the control.   
183;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.6;563698;Cause;System does not move according to control parameters, does not follow the planned movement path due blocking of one drive;4.12.1.3.6.3;563700;Measure;Reference - Mechanical design drive and wheels;<XREF>561959</XREF>
185;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.3;563632;Hazard;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);4.12.1.3.7;563751;Cause;System does not move according to control parameters, does not follow the planned movement path: One wheel incorrect;4.12.1.3.7.1;563755;Measure;Reference - Maximum overtravel values;<XREF>562465</XREF>
202;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.9;563738;Hazard;Contact with high level electrical energy (HS_002);4.12.1.9.1;563739;Cause;System is moved away from the trolley, exceeding the trolley-chassis cable length, so that cable and / or connector gets damaged;4.12.1.9.1.2;576777;Measure;Behaviour with activated trolley-chassis cable tension detection;With activated trolley-chassis cable tension detection (that means after stopping and new movement initiation), the system shall only allow motorized chassis movements with reduced speed.   Â The behaviour shall be the same as in a collision detection situation.   <XREF>563490</XREF>Â Note: In case the operator cannot relieve the tension with motorized movements, he / she can unplug the cable, move the cable, untangle the cable or the setup,Â or move the trolley.   
201;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.9;563738;Hazard;Contact with high level electrical energy (HS_002);4.12.1.9.1;563739;Cause;System is moved away from the trolley, exceeding the trolley-chassis cable length, so that cable and / or connector gets damaged;4.12.1.9.1.1;563740;Measure;Prevent tension at trolley-chassis cable;The system shall detect any tensile load on the trolley-chassis cable.    When a hazardous tensile load is detected, motorized chassis movements shall be stopped before any damage to the system or any influence on theÂ movement trajectory occurs.    Subsequent movements may only be initiated with collision speed <XREF>576777</XREF>.    At the same time, the torque supervision <XREF>563722</XREF> shall be applied.   An appropriate message or indication shall be displayed to the operator.   ãNote 1: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>.   For design constraints for single fault safety, see <XREF>578311</XREF>.   Â Note 2: When the trolley is moved (manually always), there is direct feedback to the operator who pushes or pulls the trolley, so that it is not likely that any damage occurs due to that, also based on the field information based on previous systems.   
200;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.8;563714;Hazard;Non-critical influence on external electric devices (HS_010);4.12.1.8.1;563715;Cause;Electro-magnetic emissions of the drives in combination with the other emissions of the system;4.12.1.8.1.2;563717;Measure;Reference - Warning - EMC disturbances of other equipment;<XREF>562061</XREF>
199;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.8;563714;Hazard;Non-critical influence on external electric devices (HS_010);4.12.1.8.1;563715;Cause;Electro-magnetic emissions of the drives in combination with the other emissions of the system;4.12.1.8.1.1;563716;Measure;Reference - EMC compliance - emissions and immunity and pass / fail criteria;<XREF>562015</XREF>
198;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.7;563709;Hazard;Critical influence on external electric devices (HS_011);4.12.1.7.1;563710;Cause;Electro-magnetic emissions of the drives in combination with the other emissions of the system;4.12.1.7.1.2;562061;Measure;Warning - EMC disturbances of other equipment;Note: Warning that, even when the system complies with 60601-1-2, other interferences could result in functional disturbances:WARNINGCause: The electromagnetic radiation of the system may cause interference.   Risk: This interference may disturb or disrupt the operation of nearby equipment.   Remedy:- Examinations involving external equipment require that there are healthcare professionals present, who are trained for managing the malfunctions of these external equipment and associated emergency situations.   - In case of disturbances in external equipment operation, try to re-orient or re-locate these.   - To prevent such disturbances, it may be necessary to shield the external equipment/location.   
197;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.7;563709;Hazard;Critical influence on external electric devices (HS_011);4.12.1.7.1;563710;Cause;Electro-magnetic emissions of the drives in combination with the other emissions of the system;4.12.1.7.1.1;563712;Measure;Reference - EMC compliance - emissions and immunity and pass / fail criteria;<XREF>562015</XREF>
196;4.12;563438;Chapter;Move main unit;4.12.1;563475;Function;Move main unit - motorized, general;4.12.1.6;563705;Hazard;Nonrecoverable or long-term loss of imaging functionality (HS_090);4.12.1.6.2;563741;Cause;System is moved away from the trolley, exceeding the trolley-chassis cable length, so that cable and / or connector gets damaged;4.12.1.6.2.1;563742;Measure;Reference - Prevent tension at trolley-chassis cable;<XREF>563740</XREF>
